Model,Labels,lr,dense_weight_alpha,snippet_duration_s,batch size,data_augmentation,ME,MAE,MSE,RMSE,loss_function,oversampling,oversampling_tolerance,oversampling_ratio,oversampling_method
allconv_01,['Tension'],0.01,4.0,29.98575963718821,50,[],0.2798665463924408,5.4404168128967285,51.61343383789063,7.184248924255371,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Sadness'],0.01,4.0,29.98575963718821,50,[],5.042596340179443,5.787683486938477,44.00228500366211,6.633421897888184,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Wonder'],0.01,0.5,29.98575963718821,50,[],-1.4922032356262207,5.903121948242188,55.70720291137695,7.463726043701172,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Transcendence'],0.01,0.5,29.98575963718821,50,[],-1.4041852951049805,3.463412284851074,18.613353729248047,4.314319610595703,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Nostalgia'],0.01,0.5,29.98575963718821,50,[],-3.1070704460144043,5.70416784286499,50.463897705078125,7.103794574737549,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tenderness'],0.01,0.5,29.98575963718821,50,[],2.122028112411499,4.715414047241211,33.58687210083008,5.7954182624816895,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Peacfulness'],0.01,0.5,29.98575963718821,50,[],-0.6974928379058838,6.237589359283447,57.587547302246094,7.588645935058594,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Joy'],0.01,0.5,29.98575963718821,50,[],-8.48399543762207,9.664941787719728,160.74546813964844,12.678544044494627,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Power'],0.01,0.5,29.98575963718821,50,[],-1.0619004964828491,5.374728679656982,66.38589477539062,8.147753715515137,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tension'],0.01,0.5,29.98575963718821,50,[],-1.6955969333648682,4.576181888580322,42.78437423706055,6.540976524353027,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Sadness'],0.01,0.5,29.98575963718821,50,[],0.4249664545059204,2.247791051864624,12.040600776672363,3.469956874847412,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Wonder'],0.01,1.0,29.98575963718821,50,[],-0.036813735961914,5.278357982635498,45.545528411865234,6.748742580413818,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Transcendence'],0.01,1.0,29.98575963718821,50,[],-3.697600841522217,4.760251522064209,34.04391098022461,5.834715843200684,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Nostalgia'],0.01,1.0,29.98575963718821,50,[],-1.394593358039856,5.3303656578063965,46.05398941040039,6.786308765411377,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tenderness'],0.01,1.0,29.98575963718821,50,[],2.104694128036499,4.826279163360596,32.566246032714844,5.706684112548828,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Peacfulness'],0.01,1.0,29.98575963718821,50,[],-1.666082501411438,6.082622528076172,58.23257446289063,7.631027221679687,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Joy'],0.01,1.0,29.98575963718821,50,[],-14.70858383178711,14.789867401123049,311.3135070800781,17.644079208374023,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Power'],0.01,1.0,29.98575963718821,50,[],-12.34129524230957,12.34129524230957,239.24856567382807,15.46766185760498,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tension'],0.01,1.0,29.98575963718821,50,[],-1.813454508781433,4.377765655517578,41.41730117797852,6.435627460479736,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Sadness'],0.01,1.0,29.98575963718821,50,[],3.394099235534668,4.16132402420044,26.812135696411133,5.178043842315674,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Wonder'],0.01,1.5,29.98575963718821,50,[],-3.704249620437622,7.002922534942627,74.50328063964844,8.6315279006958,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Transcendence'],0.01,1.5,29.98575963718821,50,[],-5.702814102172852,6.144564151763916,51.32537460327149,7.164173126220703,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Nostalgia'],0.01,1.5,29.98575963718821,50,[],-8.857918739318848,9.514487266540527,144.5872802734375,12.02444553375244,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tenderness'],0.01,1.5,29.98575963718821,50,[],0.9081706404685974,4.86647367477417,35.25505828857422,5.937596797943115,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Peacfulness'],0.01,1.5,29.98575963718821,50,[],-3.870330572128296,6.943207263946533,77.88096618652344,8.825018882751465,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Joy'],0.01,1.5,29.98575963718821,50,[],-18.53301048278809,18.53301048278809,459.302978515625,21.43135452270508,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Power'],0.01,1.5,29.98575963718821,50,[],-7.9028544425964355,8.05667781829834,137.62062072753906,11.731181144714355,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tension'],0.01,1.5,29.98575963718821,50,[],-0.1985897421836853,4.804159164428711,46.432559967041016,6.814144134521484,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Nostalgia'],0.01,0.0,29.98575963718821,50,[],-3.224505662918091,6.412745952606201,61.78573226928711,7.8603901863098145,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Tenderness'],0.01,0.0,29.98575963718821,50,[],-3.217764139175415,5.963658809661865,61.67351531982422,7.853248596191406,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Peacfulness'],0.01,0.0,29.98575963718821,50,[],-5.531230449676514,7.807344436645508,97.41886138916016,9.870099067687988,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Joy'],0.01,0.0,29.98575963718821,50,[],-3.430642604827881,7.956633567810059,102.1844711303711,10.108633041381836,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Power'],0.01,0.0,29.98575963718821,50,[],0.6779706478118896,6.181460380554199,74.58580780029297,8.636307716369629,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Tension'],0.01,0.0,29.98575963718821,50,[],-1.2728415727615356,5.459120750427246,64.93301391601562,8.05810260772705,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Sadness'],0.01,0.0,29.98575963718821,50,[],1.953935980796814,3.400503158569336,19.05238151550293,4.364903450012207,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Wonder'],0.01,0.0,29.98575963718821,50,[],-0.0438717901706695,5.07769775390625,38.03258895874024,6.167056560516357,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Transcendence'],0.01,0.0,29.98575963718821,50,[],-0.7299290895462036,3.247332572937012,14.896025657653809,3.85953688621521,MAE,True,0.5,1.0,denstiy_oversampling
allconv_01,['Wonder'],0.01,2.0,29.98575963718821,50,[],-9.533353805541992,9.630413055419922,130.9859161376953,11.444908142089844,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Transcendence'],0.01,2.0,29.98575963718821,50,[],-2.4509387016296387,4.414870738983154,26.898582458496094,5.186384201049805,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Nostalgia'],0.01,2.0,29.98575963718821,50,[],-2.507495403289795,6.1957621574401855,62.15653991699219,7.883942127227783,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tenderness'],0.01,2.0,29.98575963718821,50,[],-2.381150722503662,4.854482650756836,44.45000076293945,6.667083263397217,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Peacfulness'],0.01,2.0,29.98575963718821,50,[],-4.695896625518799,7.3086981773376465,86.40270233154297,9.295305252075195,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Joy'],0.01,2.0,29.98575963718821,50,[],-16.983625411987305,16.983625411987305,393.6144714355469,19.839719772338867,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Power'],0.01,2.0,29.98575963718821,50,[],-4.615223407745361,6.509893894195557,90.67913055419922,9.52255916595459,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tension'],0.01,2.0,29.98575963718821,50,[],-4.443657875061035,6.184554100036621,73.21730041503906,8.556711196899414,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Wonder'],0.01,1.0,29.98575963718821,50,[],-4.25911283493042,7.122635364532471,87.46951293945312,9.352513313293455,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Transcendence'],0.01,1.0,29.98575963718821,50,[],0.2742823362350464,3.9660587310791016,23.7388916015625,4.872257232666016,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Nostalgia'],0.01,1.0,29.98575963718821,50,[],6.248259544372559,8.855684280395508,109.7278823852539,10.47510814666748,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Tenderness'],0.01,1.0,29.98575963718821,50,[],0.6077365875244141,5.259319305419922,42.11944961547852,6.489949703216553,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Peacfulness'],0.01,1.0,29.98575963718821,50,[],-9.681200981140137,10.449947357177734,154.07083129882812,12.412527084350586,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Joy'],0.01,1.0,29.98575963718821,50,[],-5.181308269500732,7.90696907043457,109.79395294189452,10.47826099395752,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Power'],0.01,1.0,29.98575963718821,50,[],6.6373443603515625,9.686535835266112,133.13665771484375,11.538485527038574,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Tension'],0.01,1.0,29.98575963718821,50,[],-0.9985552430152892,5.109567165374756,47.012481689453125,6.856564998626709,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Sadness'],0.01,1.0,29.98575963718821,50,[],3.691324234008789,4.288350582122803,23.35664176940918,4.832870960235596,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Wonder'],0.01,0.0,29.98575963718821,50,[],1.492255449295044,5.686239719390869,45.5301513671875,6.747603416442871,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Transcendence'],0.01,0.0,29.98575963718821,50,[],2.2601139545440674,3.9210188388824463,22.50640106201172,4.744091033935547,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Nostalgia'],0.01,0.0,29.98575963718821,50,[],-8.145503044128418,8.999452590942383,127.0848159790039,11.27319049835205,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Tenderness'],0.01,0.0,29.98575963718821,50,[],3.699109077453613,6.294661521911621,55.68235778808594,7.462061405181885,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Peacfulness'],0.01,0.0,29.98575963718821,50,[],0.9768035411834716,6.960302829742432,71.1946029663086,8.437689781188965,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Joy'],0.01,0.0,29.98575963718821,50,[],-1.928492546081543,7.101809978485107,86.64297485351562,9.308220863342283,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Power'],0.01,0.0,29.98575963718821,50,[],-7.085768699645996,7.647204875946045,115.69651794433594,10.756231307983398,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Tension'],0.01,0.0,29.98575963718821,50,[],0.9481932520866394,5.789640426635742,58.55378341674805,7.652044296264648,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Sadness'],0.01,0.0,29.98575963718821,50,[],0.1676589101552963,2.8308324813842773,15.794835090637209,3.974271535873413,MAE,True,0.1,1.0,denstiy_oversampling
allconv_01,['Wonder'],0.01,0.0,29.98575963718821,50,[],-0.2868241965770721,6.189822673797607,57.25776672363281,7.5668864250183105,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Transcendence'],0.01,0.0,29.98575963718821,50,[],0.1543643027544021,3.091435432434082,14.844672203063965,3.8528783321380615,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Nostalgia'],0.01,0.0,29.98575963718821,50,[],2.56804633140564,6.249373912811279,60.24332046508789,7.761657238006592,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Tenderness'],0.01,0.0,29.98575963718821,50,[],-3.9167561531066895,6.080389022827148,66.22806549072266,8.138062477111816,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Peacfulness'],0.01,0.0,29.98575963718821,50,[],-5.666833400726318,9.454136848449709,123.69947814941406,11.122026443481444,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Joy'],0.01,0.0,29.98575963718821,50,[],0.803316593170166,7.683794021606445,92.21953582763672,9.603100776672363,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Power'],0.01,0.0,29.98575963718821,50,[],-2.1136951446533203,5.917080402374268,71.43643188476562,8.452007293701172,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Tension'],0.01,0.0,29.98575963718821,50,[],2.703551769256592,6.60388708114624,70.10022735595703,8.372588157653809,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Sadness'],0.01,0.0,29.98575963718821,50,[],0.534065306186676,2.9358937740325928,15.969779014587402,3.996220588684082,MAE,True,0.2,1.0,denstiy_oversampling
allconv_01,['Wonder'],0.01,0.0,29.98575963718821,50,[],-0.5017863512039185,5.220856666564941,42.73162460327149,6.536942958831787,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Transcendence'],0.01,0.0,29.98575963718821,50,[],-3.2975845336914062,4.878150463104248,35.19454574584961,5.932498931884766,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Nostalgia'],0.01,0.0,29.98575963718821,50,[],2.572115182876587,6.806225299835205,67.59996795654297,8.221920013427734,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Tenderness'],0.01,0.0,29.98575963718821,50,[],-2.8901309967041016,5.589557647705078,52.21331024169922,7.22587776184082,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Peacfulness'],0.01,0.0,29.98575963718821,50,[],6.764975070953369,9.000572204589844,117.05787658691406,10.819329261779783,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Joy'],0.01,0.0,29.98575963718821,50,[],-9.560083389282228,10.694694519042969,184.81866455078125,13.594802856445312,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Power'],0.01,0.0,29.98575963718821,50,[],0.6815326809883118,5.986265182495117,66.68795013427734,8.166269302368164,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Tension'],0.01,0.0,29.98575963718821,50,[],-1.4099854230880735,5.573258399963379,60.99893569946289,7.810181617736816,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Sadness'],0.01,0.0,29.98575963718821,50,[],0.8224650025367737,3.114961624145508,17.173900604248047,4.144140720367432,MAE,True,0.3,1.0,denstiy_oversampling
allconv_01,['Wonder'],0.01,0.0,29.98575963718821,50,[],0.7990259528160095,5.363076210021973,41.62389755249024,6.451658725738525,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Transcendence'],0.01,0.0,29.98575963718821,50,[],-0.4112078249454498,3.256300210952759,14.389655113220217,3.793369770050049,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Nostalgia'],0.01,0.0,29.98575963718821,50,[],3.879440307617188,7.108021259307861,79.85028076171875,8.935898780822754,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Tenderness'],0.01,0.0,29.98575963718821,50,[],-1.4343039989471436,5.655089855194092,50.94099807739258,7.137296199798584,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Peacfulness'],0.01,0.0,29.98575963718821,50,[],-6.14592981338501,7.860960006713867,97.58777618408205,9.878652572631836,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Joy'],0.01,0.0,29.98575963718821,50,[],-0.3469448089599609,6.447518825531006,70.89909362792969,8.420160293579102,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Power'],0.01,0.0,29.98575963718821,50,[],0.4932425022125244,6.400022029876709,83.91847229003906,9.1607027053833,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Tension'],0.01,0.0,29.98575963718821,50,[],-1.342415452003479,5.203393936157227,48.85024642944336,6.98929500579834,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Sadness'],0.01,0.0,29.98575963718821,50,[],0.038089532405138,2.438627243041992,13.721827507019045,3.704298496246338,MAE,True,0.4,1.0,denstiy_oversampling
allconv_01,['Wonder'],0.01,0.0,29.98575963718821,50,[],-1.6611571311950684,5.358334064483643,47.90075302124024,6.921037197113037,MAE,True,0.5,2.0,denstiy_oversampling
allconv_01,['Transcendence'],0.01,0.0,29.98575963718821,50,[],-0.4864683747291565,3.285996913909912,15.293927192687988,3.910745143890381,MAE,True,0.5,2.0,denstiy_oversampling
allconv_01,['Nostalgia'],0.01,0.0,29.98575963718821,50,[],-2.105526924133301,4.996814250946045,45.97500228881836,6.780487060546875,MAE,True,0.5,2.0,denstiy_oversampling
allconv_01,['Tenderness'],0.01,0.0,29.98575963718821,50,[],-0.7683324217796326,5.232638359069824,44.070648193359375,6.638572692871094,MAE,True,0.5,2.0,denstiy_oversampling
allconv_01,['Peacfulness'],0.01,0.0,29.98575963718821,50,[],-1.9243005514144893,5.688092708587647,58.94649887084961,7.677662372589111,MAE,True,0.5,2.0,denstiy_oversampling
allconv_01,['Joy'],0.01,0.0,29.98575963718821,50,[],-1.9885023832321167,6.783949851989746,78.77647399902344,8.875611305236816,MAE,True,0.5,2.0,denstiy_oversampling
allconv_01,['Power'],0.01,0.0,29.98575963718821,50,[],-0.5875467658042908,5.59175968170166,63.4122314453125,7.963179588317871,MAE,True,0.5,2.0,denstiy_oversampling
allconv_01,['Tension'],0.01,0.0,29.98575963718821,50,[],-3.6936464309692383,5.168938159942627,56.8017578125,7.536694049835205,MAE,True,0.5,2.0,denstiy_oversampling
allconv_01,['Sadness'],0.01,0.0,29.98575963718821,50,[],-0.072032406926155,2.637152671813965,14.208247184753418,3.769382953643799,MAE,True,0.5,2.0,denstiy_oversampling
allconv_02,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,0.0,29.98575963718821,50,[],-0.3037848770618438,4.778265953063965,45.446903228759766,6.494905471801758,MAE,False,0.0,0.0,No oversampling
allconv_02,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,2.0,29.98575963718821,50,[],0.341069221496582,6.220898628234863,60.63060760498047,7.69328498840332,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Wonder'],0.01,2.0,29.98575963718821,50,[],-8.273894309997559,8.876198768615723,114.78522491455078,10.713787078857422,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Transcendence'],0.01,2.0,29.98575963718821,50,[],-3.491128206253052,5.065833568572998,36.13113784790039,6.010918140411377,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Nostalgia'],0.01,2.0,29.98575963718821,50,[],-9.095230102539062,9.58051300048828,150.96954345703125,12.28696632385254,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Tenderness'],0.01,2.0,29.98575963718821,50,[],-1.9981629848480225,4.142828464508057,33.80690383911133,5.814370632171631,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Peacfulness'],0.01,2.0,29.98575963718821,50,[],-4.771166801452637,7.578653335571289,89.75318908691406,9.47381591796875,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Joy'],0.01,2.0,29.98575963718821,50,[],-18.263303756713867,18.263303756713867,449.2195129394531,21.194799423217773,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Power'],0.01,2.0,29.98575963718821,50,[],-2.620790481567383,5.4864654541015625,72.66618347167969,8.524446487426758,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Tension'],0.01,2.0,29.98575963718821,50,[],-4.728418350219727,5.842105865478516,64.78217315673828,8.048737525939941,dense_weight,False,0.0,0.0,No oversampling
allconv_02,['Sadness'],0.01,2.0,29.98575963718821,50,[],4.863350868225098,5.558770656585693,41.93177032470703,6.4754743576049805,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Wonder'],0.01,0.0,29.98575963718821,50,[],-1.3920128345489502,5.460375308990479,51.39209365844727,7.168828010559082,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Sadness'],0.01,10.0,29.98575963718821,50,[],3.12457013130188,4.053192615509033,25.930782318115234,5.092227458953857,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Sadness'],0.01,0.0,29.98575963718821,50,[],-0.6210019588470459,2.065096855163574,12.327765464782717,3.511091709136963,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Sadness'],0.01,2.0,29.98575963718821,50,[],2.498403787612915,3.950057029724121,22.259078979492188,4.717952728271484,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Wonder'],0.01,3.0,29.98575963718821,50,[],-9.097877502441406,9.437461853027344,129.97242736816406,11.400545120239258,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Transcendence'],0.01,3.0,29.98575963718821,50,[],-2.1460201740264893,5.067732810974121,33.55873489379883,5.792990207672119,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Nostalgia'],0.01,3.0,29.98575963718821,50,[],-7.540310859680176,9.447795867919922,143.53762817382812,11.980718612670898,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tenderness'],0.01,3.0,29.98575963718821,50,[],-1.5149643421173096,4.382349491119385,36.97210311889648,6.080469131469727,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Peacfulness'],0.01,3.0,29.98575963718821,50,[],-6.365694046020508,7.773030757904053,100.93728637695312,10.046754837036133,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Joy'],0.01,3.0,29.98575963718821,50,[],-17.646121978759766,17.646121978759766,423.151611328125,20.570650100708008,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Power'],0.01,3.0,29.98575963718821,50,[],-9.314996719360352,9.435694694519045,161.18988037109375,12.696057319641112,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tension'],0.01,3.0,29.98575963718821,50,[],-3.478863477706909,5.341687679290772,54.8193359375,7.404007911682129,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Sadness'],0.01,3.0,29.98575963718821,50,[],4.198625564575195,4.942070960998535,32.1617431640625,5.671132564544678,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Wonder'],0.01,2.0,29.98575963718821,50,[],-3.895309686660767,7.531279563903809,80.36898803710938,8.964875221252441,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Transcendence'],0.01,2.0,29.98575963718821,50,[],-3.687780380249024,4.675158977508545,31.809770584106445,5.640015125274658,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Nostalgia'],0.01,2.0,29.98575963718821,50,[],-7.119279861450195,8.32925033569336,115.01651000976562,10.72457504272461,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tenderness'],0.01,2.0,29.98575963718821,50,[],-0.9579318761825562,4.45642614364624,36.40678405761719,6.033803462982178,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Peacfulness'],0.01,2.0,29.98575963718821,50,[],-4.997709274291992,7.755046844482422,94.72747802734376,9.73280429840088,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Joy'],0.01,2.0,29.98575963718821,50,[],-9.259623527526855,10.398284912109377,188.77593994140625,13.739575386047363,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Power'],0.01,2.0,29.98575963718821,50,[],-9.957273483276367,9.996185302734377,178.67799377441406,13.36704921722412,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Tension'],0.01,2.0,29.98575963718821,50,[],-7.094255447387695,7.457629203796387,106.40503692626952,10.315281867980955,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Sadness'],0.01,2.0,29.98575963718821,50,[],4.38169527053833,5.152554512023926,36.80743789672852,6.066913604736328,dense_weight,False,0.0,0.0,No oversampling
allconv_01,['Wonder'],0.01,2.0,29.98575963718821,50,[],-9.29171371459961,10.217340469360352,141.79421997070312,11.907737731933594,dense_weight,True,0.5,1.0,denstiy_oversampling
allconv_01,['Transcendence'],0.01,2.0,29.98575963718821,50,[],-3.1326663494110107,5.369082927703857,40.60320281982422,6.372064113616943,dense_weight,True,0.5,1.0,denstiy_oversampling
